,id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle,signature,inventory_nr,Unnamed: 0,text,text_3,text_2,text_1,lev,sys,numbis,vw,backreference,subject_list,year_clean
518909,BV038317725,ita,,Firenze,,,,,1957,,"Viviani, Giuseppe",p,,,,,,,,,,,,,,,VivianiGiuseppe,1957.0
944579,BV043366231,eng,,The Upper Guinea coast in global perspective,,edited by Jacqueline Knörr and Christoph Kohl,New York ; Oxford,Berghahn Books,[2016],"Knörr, Jacqueline|Kohl, Christoph",Guinea|Anthropologie,g|s,BV035980643,Integration and conflict studies,,,,,,,,,,,,,Guinea Anthropologie,2016.0
432478,BV038220671,ita,"Russo, Maria",Nicola Tagliacozzi Canale ed i palazzi Mastellone e Trabucco a Napoli,,,,,1990,,Palazzo Mastelloni|Palast,g|s,,,,,,,,,,,,,,,PalazzoMastelloni Palast,1990.0
299374,BV038026282,ger,"Schmid, Peter",König - Herzog - Bischof,,,,,1996,,Regensburg|Städtebau,g|s,,,,,,,,,,,,,,,Regensburg Städtebau,1996.0
314201,BV038050100,eng,,A Vermont visit with Meyer Schapiro (August 1991),,,,,1994,"Thompson, James|Raines, Susan","Schapiro, Meyer",p,,,,,,,,,,,,,,,SchapiroMeyer,1994.0
819394,BV038864215,ita,,Gastone Biggi,,"Galleria Morone, Milano",Milano,,1973,,"Biggi, Gastone",p,BV038747323,Galleria Morone 6,,,,,,,,,,,,,BiggiGastone,1973.0
963829,BV043999942,ita,"Bralić, Višnja",Santo Piatti a Traù,,Višnja Bralić,,,2016,,"Piatti, Santo",p,,,,,,,,,,,,,,,PiattiSanto,2016.0
1056195,BV047222899,spa,"Alzaga Ruiz, Amaya",Memoria y legado de una reina exiliada,,Amaya Alzaga Ruiz,,,2016,,"Isabella II. (Spanien, Königin)|Paris|Exil",p|g|s,,,,,,,,,,,,,,,IsabellaII.(SpanienKönigin) Paris Exil,2016.0
475873,BV038267085,ger,"Ploder, Josef",Il piacere del gioco,,,,,1985,,Pisa|Ortsansicht,g|s,,,,,,,,,,,,,,,Pisa Ortsansicht,1985.0
1044778,BV047089345,ita,"Dei, Luigi",Diario social di un Rettore 4,,Luigi Dei,Firenze,Firenze University Press,2019,,Berühmte Persönlichkeit,s,,,,,,,,,,,,,,,BerühmtePersönlichkeit,2019.0
916801,BV042159805,ger,"Bertola de' Giorgi, Aurelio",Malerische Rhein-Reise Von Speyer bis Düsseldorf,,,Mannheim,Schwan und Götz,1796,,"Speyer|Bertola de' Giorgi, Aurelio",g|u,,Viaggio sul Reno e ne' suoi contorni fatto nell'autunno del 1787,,,,,,,,,,,,,Speyer Bertolade'GiorgiAurelio,1796.0
617823,BV038475044,hun,"Molnár, László",A herendi porcelángyár történetének periodizációja,,László Molnár,,,1973,,Ungarn|Kunsthandwerk,g|s,,,,,,,,,,,,,,,Ungarn Kunsthandwerk,1973.0
577806,BV038409453,fre,"Bardon, Françoise",Un dessin retrouvé du Pordenone,,Françoise Bardon,,,1964,,Pordenone|Ikonographie,p|s,,,,,,,,,,,,,,,Pordenone Ikonographie,1964.0
942310,BV043257046,ger,"Wahl, Dominik",Johann Gigas' Karte Ducatus Westphaliae cum annexis,,Dominik Wahl,,,2015,,"Gigas, Johann Michael|Karte|Westfalen",p|s|g,,,,,,,,,,,,,,,GigasJohannMichael Karte Westfalen,2015.0
612944,BV038467577,ger,"Mertens, Veronika",Die Grazien und Amor,,Veronika Mertens,,,1993,,"Dannecker, Johann Heinrich von|Ikonographie",p|s,,,,,,,,,,,,,,,DanneckerJohannHeinrichvon Ikonographie,1993.0
32830,BV007614920,ger,"Schmid, Ernst",Mailand,,Ernst Schmid,Frauenfeld,Huber,1956,,Petrus (Martyr)|Ikonographie|Mailand,p|s|g,,,,,,,,,,,,,,,Petrus(Martyr) Ikonographie Mailand,1956.0
675450,BV038563589,ita,"Simoncini, Giorgio",Edilizia rustica di Puglia,,Giorgio Simoncini,,,1961,,Italien|Hausbau,g|s,,,,,,,,,,,,,,,Italien Hausbau,1961.0
50397,BV012957864,eng,,Journal of policy analysis and management,,,"New York, NY",Wiley,1981-,,Politische Wissenschaft,s,,,,,,,,,,,,,,,PolitischeWissenschaft,1981.0
1032383,BV046802847,ita,"Rapetti, Rosella",Rapetti Rossella - Colore,,a cura di Gianluca Poldi,Milano,Scalpendi editore,[2020],"Poldi, Gianluca","Rapetti, Rosella|Aquarell",p|s,,,,,,,,,,,,,,,RapettiRosella Aquarell,2020.0
942555,BV043267909,ita,"Fontana, Mauro Vincenzo",Il seguito di Luca Giordano in Basilicata e ai suoi confini,,Mauro Vincenzo Fontana,,,2014,,"Giordano, Luca|Zeitgenossen|Basilicata",p|s|g,,,,,,,,,,,,,,,GiordanoLuca Zeitgenossen Basilicata,2014.0
1119754,BV047757150,fre,"Beulé, Charles-Ernest","Histoire de la sculpture avant Phidias, [2]",,Beulé,,,1863,,Samos|Plastik,g|s,,,,,,,,,,,,,,,Samos Plastik,1863.0
19596,BV003597401,ger,"Keller, Béatrice",Der Erker,,,Bern u.a.,Lang,1981,,Erker,s,,,,,,,,,,,,,,,Erker,1981.0
667048,BV038550149,ita,"Schmid, Alfred A.",L' iniziativa internazionale,,Alfred A. Schmid,,,1982,,Denkmalpflege,s,,,,,,,,,,,,,,,Denkmalpflege,1982.0
698857,BV038600835,fre,"Vlieghe, Hans",Une grande collection anversoise du dix-septième siècle,,Hans Vlieghe,,,1977,,"Rubens, Peter Paul|Sammlung|Beneluxländer",p|s|g,,,,,,,,,,,,,,,RubensPeterPaul Sammlung Beneluxländer,1977.0
900242,BV041583044,ita,"De Giorgio, Nicola Antonio",Un padovano cartaro accusato di frode,,Nicola Antonio De Giorgio,,,2013,,Rom|Kartenspiel|Archivio di Stato di Roma,g|s|b,,,,,,,,,,,,,,,Rom Kartenspiel ArchiviodiStatodiRoma,2013.0
63736,BV016873634,ita,"Cantone, Gaetana",La città di marmo,,Gaetano Cantone,Roma,1978cina Ed.,1978,,"Alberti, Leon Battista|Italien|Fortleben",p|g|s,BV000008573,Officina tre,,,,,,,,,,,,,AlbertiLeonBattista Italien Fortleben,1978.0
322009,BV038062838,ita,"Caprile, Luciano",Il burbero solitario,,,,,2008,,"Klimt, Gustav",p,,,,,,,,,,,,,,,KlimtGustav,2008.0
1166457,BV047848782,eng,"Ng, Morgan","An impression made on the ground, either in dust or paste or snow",,Morgan Ng,,,2021,,Italien|Architekturzeichnung,g|s,,,,,,,,,,,,,,,Italien Architekturzeichnung,2021.0
1112966,BV047750359,ita,"Bode, Wilhelm von","Luca della Robbia es i suoi precursori in Firenze, [2]",,Wilhelm Bode,,,1889,,"Robbia, Luca della|Florenz|Vorläufer",p|g|s,,,,,,,,,,,,,,,RobbiaLucadella Florenz Vorläufer,1889.0
499765,BV038294509,eng,"Chappell, Miles",Cristofano Allori's Madonna and Child in glory with Saints,,,,,1987,,"Allori, Cristofano",p,,,,,,,,,,,,,,,AlloriCristofano,1987.0
633428,BV038498950,ita,"Parronchi, Alessandro",Due note,,Alessandro Parronchi,,,1968,,"Alberti, Leon Battista|Italien|Perspektive",p|g|s,,,,,,,,,,,,,,,AlbertiLeonBattista Italien Perspektive,1968.0
518286,BV038316856,ger,"Poeschel, Erwin",Der Meister des Hochaltarbildes von Schleuis,,,,,1967,,Sichelbein (Familie : Memmingen),p,,,,,,,,,,,,,,,Sichelbein(Familie:Memmingen),1967.0
554889,BV038372016,fre,"Gros, Pierre",La Maison Carrée de Palladio,,Pierre Gros,,,1983,,"Poldo d'Albenas, Jean",p,,,,,,,,,,,,,,,Poldod'AlbenasJean,1983.0
566511,BV038390182,ger,"Heynold von Graefe, Blida",In Bergamo starb der berühmte Restaurator Pellicioli,,Bilda Heynold-v. Graefe,,,1974,,"Pellicioli, Mauro",p,,,,,,,,,,,,,,,PellicioliMauro,1974.0
1007787,BV045540403,ita,,Eretico ed erotico nel Medioevo,,"a cura di Christian Grasso, Massimo Miglio",Roma,Istituto storico italiano per il Medio Evo,2019,"Grasso, Christian|Miglio, Massimo",Sexualität,s,,,,,,,,,,,,,,,Sexualität,2019.0
756893,BV038684673,eng,"Koreny, Fritz",Ein unbekanntes Meisterwerk altdeutscher Glaskunst,,,,,2010,,"Wertinger, Hans|Glasschale",p|s,,,,,,,,,,,,,,,WertingerHans Glasschale,2010.0
425928,BV038211964,ita,"Crupi, Barbara",Gli strumenti per la protezione del patrimonio storico-costruito in Francia,,,,,2002,"Esposito, Annamaria",Frankreich|Kulturgüterschutz,g|s,,,,,,,,,,,,,,,Frankreich Kulturgüterschutz,2002.0
970324,BV044309220,ita,"Mussini, Massimo",Tre nomi e uno scultore quattrocentesco,,Massimo Mussini,,,2017,,Antonio (di Santo da Milano),p,,,,,,,,,,,,,,,Antonio(diSantodaMilano),2017.0
748006,BV038675736,ita,"Borgioli, Cristina",La trama della storia,,,,,2003,,Gewebe|Trentino,s|g,,,,,,,,,,,,,,,Gewebe Trentino,2003.0
1047187,BV047140789,eng,"Fozi, Shirin",Romanesque tomb effigies,,Shirin Fozi,"University Park, Pennsylvania",The Pennsylvania State University Press,[2021],,Europa|Grabplastik,g|s,,,,,,,,,,,,,,,Europa Grabplastik,2021.0
89998,BV022920468,eng,"Kennett, Basil","Romæ antiquæ notitia: or, the antiquities of Rome",,,Oxford,"printed at the Theater: for Timothy Child, and Robert Knaplock, London",1704,,Rom|Führer,g|s,,,,,,,,,,,,,,,Rom Führer,1704.0
995038,BV045125431,ita,,Ercolano e Pompei,,"a cura di/edited by Pietro Giovanni Guzzo, Maria Rosaria Esposito, Nicoletta Ossanna Cavadini",Ginevra,Skira,[2018],"Guzzo, Pier Giovanni|Esposito, Maria Rosaria|Ossanna Cavadini, Nicoletta",Herculaneum|Ausgrabung,g|s,BV044423913,Grafica storica,,,,,,,,,,,,,Herculaneum Ausgrabung,2018.0
482961,BV038275083,ger,"Oechslin, Werner",Barock,,,,,1991,,Kunstbetrachtung,s,,,,,,,,,,,,,,,Kunstbetrachtung,1991.0
389471,BV038159615,ita,"Galuppo, Martina",La fortuna critica e l'iconografia storica,,,,,1994,,Procuratie Vecchie,g,,,,,,,,,,,,,,,ProcuratieVecchie,1994.0
804624,BV038824472,ita,"Simona, Luigi",L' arte dello stucco nel Cantone Ticino,,,Bellinzona,Istituto Editoriale Ticinese,1949,,Tessin|Stuckplastik,g|s,BV038752417,Dipartimento della Pubblica Educazione del Cantone Ticino,,,,,,,,,,,,,Tessin Stuckplastik,1949.0
110274,BV036600906,ger,,Studienführer,,"Hochschule für Angewandte Wissenschaften, Fachhochschule Coburg",Coburg,Hochschule,2006-,,Hochschule für Angewandte Wissenschaften Coburg|Studium,b|s,,,,,,,,,,,,,,,HochschulefürAngewandteWissenschaftenCoburg Studium,2006.0
305734,BV038036280,eng,"Dobalová, Sylva",Hans Rottenhammer's Four Elements in Brückeburg,,,,,2007,,Element,s,,,,,,,,,,,,,,,Element,2007.0
240873,BV037934576,ita,"Fiocco, Giuseppe",Pitture veneziane ignote del Museo di Varsavia,,,,,1947,,Venedig|Malerei,g|s,,,,,,,,,,,,,,,Venedig Malerei,1947.0
146496,BV037683666,ita,,Francesco Salviati,,Soprintendenza per i Beni Artistici e Storici di Roma. A cura di Anna Coliva,Milano,Electa,1998,"Coliva, Anna","Salviati, Francesco|Wandmalerei",p|s,,,,,,,,,,,,,,,SalviatiFrancesco Wandmalerei,1998.0
926024,BV042439997,ita,"Chiavoni, Emanuela","Visione, pensiero, disegni",,Emanuela Chiavoni ; Mario Docci,,,2014,"Docci, Mario","Ching, Francis D. K.|Architekturtheorie|Rom",p|s|g,,,,,,,,,,,,,,,ChingFrancisD.K. Architekturtheorie Rom,2014.0
553947,BV038370638,ita,"Grigioni, Carlo","Documenti relativi alla Famiglia Dalle Palle o Zangrandi, maiolicari faentini del Cinquecento",,Carlo Grigioni,,,1968,,Italien|Kunsthandwerk,g|s,,,,,,,,,,,,,,,Italien Kunsthandwerk,1968.0
700422,BV038603567,eng,"Waddington, Raymond B.",The iconography of silence and Chapman's Hercules,,Raymond B. Waddington,,,1970,,"Chapman, George|Ikonographie",p|s,,,,,,,,,,,,,,,ChapmanGeorge Ikonographie,1970.0
28204,BV005729462,ger,,Mosaikenforschung im Kaiserpalast von Konstantinopel,,Werner Jobst ; Hermann Vetters (Hrsg.). Mit Beitr. von Peter Berzobohaty ...,Wien,Verl. der Österr. Akad. der Wiss.,1992,"Jobst, Werner|Berzobohaty, Peter",Großer Kaiserpalast|Fußbodenmosaik,g|s,,,,,,,,,,,,,,,GroßerKaiserpalast Fußbodenmosaik,1992.0
150287,BV037694870,ita,"Lajolo, Davide",Gli uomini dell'arcobaleno,,,Parma,Agosta Tota,1984,,"Mazzacurati, Marino|Zeichnung",p|s,,,,,,,,,,,,,,,MazzacuratiMarino Zeichnung,1984.0
385017,BV038153380,spa,"Mateo Gómez, Isabel",La pintura toledana en tiempos de Carlos V,,,,,2000,,Kastilien|Malerei,g|s,,,,,,,,,,,,,,,Kastilien Malerei,2000.0
327248,BV038070482,ita,"Marchiando Pacchiola, Anna Alessia",L' allestimento del Museo diocesano,,,,,2009,,Museo Diocesano d'arte sacra,b,,,,,,,,,,,,,,,MuseoDiocesanod'artesacra,2009.0
659108,BV038538206,ger,"Ruhmer, Eberhard",Juan Gris 1887 - 1927,,Eberhard Ruhmer,,,1966,,"Gris, Juan",p,,,,,,,,,,,,,,,GrisJuan,1966.0
378587,BV038144769,ita,"De Rosa, Pier Andrea","Charles-François Knébel, pittore svizzero-romano (I)",,Pier Andrea De Rosa,,,1999,,"Knebel, Franz",p,,,,,,,,,,,,,,,KnebelFranz,1999.0
894211,BV041279234,spa,"Galván Freile, Fernando",El Antiphonarium Monasticum de la Abadía de Santo Domingo de Silos (ms. 9) y su ornamentación,,Fernando Galván Freile,,,2011,,Kloster Santo Domingo de Silos|Handschrift,b|s,,,,,,,,,,,,,,,KlosterSantoDomingodeSilos Handschrift,2011.0
818890,BV038862643,ita,,"L' italiano tra scienza, arte e tecnologia",,"Accademia della Crusca. A cura di Anna Antonini, Elisabetta Benucci, Marco Biffi, Renzo Paolo Corritore, ...",Firenze,<<Le>> Lettere,2009,"Antonini, Anna|Benucci, Elisabetta|Biffi, Marco|Corritore, Renzo Paolo","Italien|Sprache|Alberti, Leon Battista",g|s|p,BV038746985,lingua italiana nel mondo,,,,,,,,,,,,,Italien Sprache AlbertiLeonBattista,2009.0
418003,BV038199846,ita,"Dalli Regoli, Gigetta",Uomini e animali nel fonte del Battistero di Pisa,,Gigetta Dalli Regoli - Marzia Zingoni,,,2002,"Zingoni, Marzia",Italien|Ornament,g|s,,,,,,,,,,,,,,,Italien Ornament,2002.0
416605,BV038198143,ita,"Dal Pozzolo, Enrico Maria",Jacopo Tintoretto,,,,,1994,,Tintoretto,p,,,,,,,,,,,,,,,Tintoretto,1994.0
27308,BV005427514,ger,"Haefeli-Sonin, Zuzana",Auftraggeber und Entwurfskonzept im Zwiefaltener Martyrolog des 12. Jahrhunderts,,Zuzana Haefeli-Sonin,Bern ; Frankfurt a.M. ; New York ; Paris ; Wien,Lang,1992,,Martyrologium|Buchmalerei|Württembergische Landesbibliothek|Bertholdus (Zwifaltensis)|Deutschland,u|s|b|p|g,,,,,,,,,,,,,,,Martyrologium Buchmalerei WürttembergischeLandesbibliothek Bertholdus(Zwifaltensis) Deutschland,1992.0
861180,BV039765922,eng,"Crossley, Paul","[Rezension von:] Memoria reginae : das Memorialprogramm für Eleonore von Kastilien / Carsten Dilba. - Hildesheim [u.a.] : Olms, 2009",,Paul Crossley,,,2011,,"Eleonore (England, Königin)|Memoria|Westminster Abbey",p|s|g,,,,,,,,,,,,,,,Eleonore(EnglandKönigin) Memoria WestminsterAbbey,2011.0
609584,BV038462166,ita,"Calderoni Masetti, Anna Rosa",Il Casino Mediceo e la pittura fiorentina del Seicento,,Anna Rosa Masetti,,,1962,,"Boschi, Fabrizio|Toskana|Malerei",p|g|s,,,,,,,,,,,,,,,BoschiFabrizio Toskana Malerei,1962.0
855299,BV038958968,ita,"Wolf, Dario",Luigi Ratini,,presentazione di Dario Wolf,Trento,Ed. Saturnia,1953,,"Ratini, Luigi|Bildnis",p|s,BV004832782,Collana di artisti trentini,,,,,,,,,,,,,RatiniLuigi Bildnis,1953.0
937877,BV042877257,ita,"Rößler, Jan-Christoph",L'architettura di palazzo Pisani Moretta,,Jan-Christoph Rössler,,,2015,,Palazzo Pisani-Moretta|Architektur,g|s,,,,,,,,,,,,,,,PalazzoPisani-Moretta Architektur,2015.0
739294,BV038663945,dut,"Dam, L. F. van",De Onderstad van Nijmegen,,L. F. van Dam,,,1984,,Nimwegen|Städtebau,g|s,,,,,,,,,,,,,,,Nimwegen Städtebau,1984.0
1068278,BV047485590,ita,"Alidori Battaglia, Laura",Tra Pisa e Firenze,,Laura Alidori Battaglia,,,2021,,Florenz|Buchmalerei,g|s,,,,,,,,,,,,,,,Florenz Buchmalerei,2021.0
140258,BV037659737,ger,"Neubert, Michaela","Franz Joseph Spiegler, 1691 - 1757",,Michaela Neubert,Weißenhorn,Konrad,2007,"Spiegler, Franz Josef","Kloster Zwiefalten|Freskomalerei|Spiegler, Franz Josef",b|s|p,,,,,,,,,,,,,,,KlosterZwiefalten Freskomalerei SpieglerFranzJosef,2007.0
46530,BV012377426,ger,"Volk, Peter","Ludwig Schwanthalers Sinnende Nymphe, eine romantische Skulptur",,Peter Volk,München,Bayerisches Nationalmuseum,1998,"Schwanthaler, Ludwig von","Schwanthaler, Ludwig von|Schwanthaler, Ludwig von",u|p,BV012377403,Monographien zu den Sammlungen des Bayerischen Nationalmuseums,,,,,,,,,,,,,SchwanthalerLudwigvon SchwanthalerLudwigvon,1998.0
266702,BV037973174,ger,"Rügler, Axel",Zur Idee der Kunstakademien,,,,,2005,,Kunstakademie,s,,,,,,,,,,,,,,,Kunstakademie,2005.0
589351,BV038429749,ita,"Bascapè, Claudio",I due fianchi,,Claudio Bascape,,,1969,,Mailand|Angewandte Kunst|Wolvinius,g|s|p,,,,,,,,,,,,,,,Mailand AngewandteKunst Wolvinius,1969.0
349635,BV038103350,ita,"Fantappiè, Ugo",Le chiese di Vaiano,,,,,1972,,San Salvatore|Sakralbau,g|s,,,,,,,,,,,,,,,SanSalvatore Sakralbau,1972.0
541671,BV038352141,cze,"Fučíková, Eliška",Umění a umělci na dvoře Rudolfa II.,,Eliška Fučíková,,,1986,,"Rudolf II. (Heiliges Römisches Reich, Kaiser)|Tschechoslowakei|Regionalkunst",p|g|s,,,,,,,,,,,,,,,RudolfII.(HeiligesRömischesReichKaiser) Tschechoslowakei Regionalkunst,1986.0
101687,BV024107723,ger,,Visualisierung und kultureller Transfer,,hrsg. von Kirsten Kramer und Jens Baumgarten,Würzburg,Königshausen & Neumann,2009,"Kramer, Kirsten|Baumgarten, Jens",Kulturvermittlung,s,,,,,,,,,,,,,,,Kulturvermittlung,2009.0
624227,BV038485110,ger,"Netzker, Helmut",Monumente in architektonischen Freiräumen,,Helmut Netzker,,,1969,,Denkmal,s,,,,,,,,,,,,,,,Denkmal,1969.0
952919,BV043673255,ita,"Lux, Simonetta",Licini e il Surrealismo,,di Simonetta Lux,,,1995,,"Licini, Osvaldo|Malerei|Licini, Osvaldo",p|s|u,,,,,,,,,,,,,,,LiciniOsvaldo Malerei LiciniOsvaldo,1995.0
176140,BV037756604,ita,"La Mattina, Rosolino",Frate Umile da Petralia,,Rosolino La Mattina ; Felice Dell'Utri,Caltanisetta,Ed. Lussografica,1987,"Dell'Utri, Felice",Umile (da Petralia),p,,,,,,,,,,,,,,,Umile(daPetralia),1987.0
973521,BV044411291,ita,"Pierguidi, Stefano",Pittura di marmo,,Stefano Pierguidi,Firenze,Leo S. Olschki editore,2017,,"Bernini, Gian Lorenzo|Zeitgenossen|Rom",p|s|g,BV023546370,"Biblioteca dell'Archivum romanicum. Serie 1, Storia, letteratura, paleografia",,,,,,,,,,,,,BerniniGianLorenzo Zeitgenossen Rom,2017.0
176646,BV037757893,ita,"Leandri, C.",Tuscania,,C. Leandri ; P. Tomassi,Viterbo,Agnesotti,1964,"Tomassi, P.",Tuscania,g,,,,,,,,,,,,,,,Tuscania,1964.0
94852,BV035018753,ger,"Huebmann, Simon","Geistliche Vermählung der Seelen, mit Christo ihrem Gespons",,"alles, durch Simonem Huebman",Saltzburg,Mayr,1662,,Unio mystica,s,,,,,,,,,,,,,,,Uniomystica,1662.0
558975,BV038378379,eng,"Hall, Ardelia R.",German libraries in Italy returned to the Federal Republic of Germany,,Ardelia R. Hall,,,1953,,Bibliothek,s,,,,,,,,,,,,,,,Bibliothek,1953.0
71372,BV019581817,ita,"Ossanna Cavadini, Nicoletta",Simone Cantoni architetto,,Nicoletta Ossanna Cavadini,Milano,Electa,2003,"Cantoni, Simone","Cantoni, Simone|Oberitalien|Architektur",p|g|s,,,,,,,,,,,,,,,CantoniSimone Oberitalien Architektur,2003.0
222254,BV037901425,ita,"D'Antonio, Nino",Bresciani,,Nino D'Antonio. Fotografia di Piero Lessio,Bassano del Grappa,Minchio,1983,"Lessio, Piero","Bresciani, Antonio",p,,,,,,,,,,,,,,,BrescianiAntonio,1983.0
733969,BV038655893,spa,"Collar de Cáceres, Fernando","Los retablos mayor y colateral de la iglesia de San Andrés, en Segovia",,Fernando Collar de Cáceres,,,1979,,"Fernández, Gregorio",p,,,,,,,,,,,,,,,FernándezGregorio,1979.0
732087,BV038653115,ger,"Cichy, Bodo",Denkmalpflege,,Bodo Cichy,,,1974,,Denkmalpflege,s,,,,,,,,,,,,,,,Denkmalpflege,1974.0
540951,BV038351102,eng,"Frohlich-Bume, Lili",The Orange and the Rose,,L. Fröhlich-Bume,,,1964,,"Eliška Rejčka (Böhmen, Königin)|Bildnis",p|s,,,,,,,,,,,,,,,EliškaRejčka(BöhmenKönigin) Bildnis,1964.0
545696,BV038358083,ger,"Gauss, Norbert",Baualteranalyse und Haustypologie,,Norbert Gauss,,,1985,,Schoppernau,g,,,,,,,,,,,,,,,Schoppernau,1985.0
268972,BV037976726,ita,"Beatrice, Luca",La rivincita dell'astrazione,,,,,2005,,Abstrakte Malerei,s,,,,,,,,,,,,,,,AbstrakteMalerei,2005.0
959217,BV043860435,ita,"Mariano, Fabio",Il castello d'Aquino a Rocchetta Sant'Antonio,,"Fabio Mariano, Andrea A. Giuliano",Fermo,Andrea Livi editore,[2016],"Giuliano, Andrea A.",Rocchetta Sant'Antonio|Kastell,g|s,,,,,,,,,,,,,,,RocchettaSant'Antonio Kastell,2016.0
735937,BV038658646,eng,"Cooper, Jeremy",John Gibson and his 'Tinted Venus',,Jeremy Cooper,,,1971,,"Gibson, John (Künstler)|Bildnis",p|s,,,,,,,,,,,,,,,GibsonJohn(Künstler) Bildnis,1971.0
843457,BV038928895,fre,,L' art et la pensée de Léonard de Vinci,,,Paris [u.a.],,1953/1954,,Leonardo (da Vinci),p,BV022522837,Etudes d'art,,,,,,,,,,,,,Leonardo(daVinci),1953.0
679903,BV038571126,ger,"Stange, Alfred",Der Maler Ruprecht Heller,,Alfred Stange,,,1970,,"Heller, Ruprecht|Schlacht bei Pavia",p|s,,,,,,,,,,,,,,,HellerRuprecht SchlachtbeiPavia,1970.0
374298,BV038139419,ger,"Herding, Klaus",Diogenes als Narr,,,,,1998,,Diogenes (Sinopensis)|Kunst,p|s,,,,,,,,,,,,,,,Diogenes(Sinopensis) Kunst,1998.0
110692,BV036613346,ger,"Penth, Sabine",Die Reise nach Jerusalem,,Sabine Penth,Darmstadt,Primus,2010,,Palästina|Wallfahrt,g|s,BV021761788,Geschichte erzählt,,,,,,,,,,,,,Palästina Wallfahrt,2010.0
1123577,BV047761032,dut,"Pit, Adriaan",Aanwinsten Nederl. Museum voor geschiedenis en kunst,,A. Pit,,,1912,,Nederlandsch Museum voor Geschiedenis en Kunst|Kunstkauf,b|s,,,,,,,,,,,,,,,NederlandschMuseumvoorGeschiedenisenKunst Kunstkauf,1912.0
690469,BV038588202,eng,"Blodget, Henry T.",Titian's St. Catherine in Boston,,Henry T. Blodget,,,1969,,Innozenz IX. (Papst),p,,,,,,,,,,,,,,,InnozenzIX.(Papst),1969.0
245781,BV037941458,ger,"Großmann, Dieter",Liegnitz und Kobern,,,,,1996,,Matthiaskapelle Kobern|Schlosskapelle,g|s,,,,,,,,,,,,,,,MatthiaskapelleKobern Schlosskapelle,1996.0
135680,BV037635372,ita,"Ugolini, Pietro",Rischio sismico,,,Milano,Angeli,2004,,Italien|Erdbebensicherheit,g|s,,,,,,,,,,,,,,,Italien Erdbebensicherheit,2004.0
1034465,BV046843286,ita,"Fabbri, Gian Paolo",La mano felice dell'architetto bolognese Alberto Legnani,,Gian Paolo Fabbri,,,[2018],,"Legnani, Alberto|Emilia-Romagna|Stadtplanung",p|g|s,,,,,,,,,,,,,,,LegnaniAlberto Emilia-Romagna Stadtplanung,2018.0
12645,BV002064818,ita,"Kovacevich, Carlo A.",L' abbazia di Vallombrosa,,Carlo A. Kovacevich,Roma,La Libreria dello Stato,1951,,Kloster Reggello,b,BV008929203,Iterinari dei musei e monumenti d'Italia,,,,,,,,,,,,,KlosterReggello,1951.0
973090,BV044397819,fre,,Les archives de fouilles,,"Sandra Zanella, Jean-Pierre Brun, Martine Denoyelle, Pierre Rouillard et Stéphane Verger (dir.)",Paris,Collège de France,2017,"Zanella, Sandra|Brun, Jean-Pierre|Denoyelle, Martine|Rouillard, Pierre|Verger, Stéphane",Archäologie,s,,,,,,,,,,,,,,,Archäologie,2017.0
281968,BV037998483,eng,"Burns, Howard",Building against time,,,,,1995,,Italien|Kirchenbau|Michelangelo (Buonarroti),g|s|p,,,,,,,,,,,,,,,Italien Kirchenbau Michelangelo(Buonarroti),1995.0
141629,BV037664780,ita,,Il cavallo di bronzo nei Musei Capitolini,,"Comune di Roma, Assessorato alle Politiche Culturali. Per le fotogr. Marco Delogu. Per i testi Eugenio La Rocca, Claudio Parisi Presicce",Roma,Punctum,2007,"La Rocca, Eugenio|Parisi Presicce, Claudio|Delogu, Marco","Pferd|Delogu, Marco",s|p,,,,,,,,,,,,,,,Pferd DeloguMarco,2007.0
519822,BV038319039,ger,,Zum 75. Geburtstag von Robert Hiecke,,,,,1952,,"Hiecke, Robert Heinrich",p,,,,,,,,,,,,,,,HieckeRobertHeinrich,1952.0
376651,BV038142466,ita,"Piatti, Luigi",Dopo l'apocalisse,,,,,1997,,Varese|Kunst,g|s,,,,,,,,,,,,,,,Varese Kunst,1997.0
515676,BV038313159,ger,,Eugen Kampf zum Gedächtnis,,,,,1961,,"Kampf, Eugen",p,,,,,,,,,,,,,,,KampfEugen,1961.0
850880,BV038949817,ita,"Boni, Adriano",Esplorazioni pittoriche e scientifiche moderne,,,Bologna,Edizioni Italiane Moderne,1974,,Kunstkritik,s,BV006654516,Opuscoli,,,,,,,,,,,,,Kunstkritik,1974.0
1125252,BV047762707,fre,"Flammermont, Jules","Les portraits de Marie-Antoinette, 4",,Jules Flammermont,,,1898,,"Marie Antoinette (Frankreich, Königin)|Bildnis",p|s,,,,,,,,,,,,,,,MarieAntoinette(FrankreichKönigin) Bildnis,1898.0
398852,BV038171882,ger,"Teplitzky, Thesy",Zum Triptychon des Gerhard ter Steegen de Monte,,,,,2000,,Stifterbild,s,,,,,,,,,,,,,,,Stifterbild,2000.0
984565,BV044762515,eng,"Wood, Jon",City Sculpture Project (1972) and Nicholas Monro's King Kong,,Jon Wood,,,2017,,"Monro, Nicholas",u,,,,,,,,,,,,,,,MonroNicholas,2017.0
297809,BV038023773,ita,"Maietti, Federica",Ferrara,,,,,2006,,Ferrara|Städtebau,g|s,,,,,,,,,,,,,,,Ferrara Städtebau,2006.0
