id,lang,title,year,embedding_x,embedding_y,cluster
BV037916942,ita,L' architettura degli agostiniani,2002,24,-518,-1
BV038630926,fre,Un calendrier illustré du British Museum,1970,-453,-289,-1
BV044759191,ger,Ballsporthalle Haiming,[2018],-429,-385,-1
BV037972999,ger,Fiorillo und die spanische und englische Kunst,1997,134,120,-1
BV038325248,fre,Philippe-Auguste Jeanron,1988,269,-36,-1
BV043472493,ger,Wandmalereien,[2014],282,771,5
BV037931047,ita,Ho voltato l'animo a poveri de Jesu Christo,2003,36,216,-1
BV044298167,fre,Jade,[2016],343,662,-1
BV038443677,eng,Vignola's Church of Sant'Anna de Palafrenieri in Rome,1965,196,-180,-1
BV037860987,ita,"La pinacoteca e il museo civico di palazzo Minucci Solaini, Volterra",1986,564,807,1
BV019684462,ita,L'abbazia di Santa Maria di Sesto al Reghena,2000,110,698,-1
BV037825205,fre,Tapisseries des gobelins au château de Fontainebleau,1993,24,36,-1
BV045009698,ita,L' erudito e lo scultore,[2018],-772,-289,-1
BV040423589,ita,Appunti per una storia dell'antiquariato romano,2012,527,-626,2
BV038962751,ger,Die Kunst im Zeitalter Justinians,1967,184,674,5
BV038310179,ita,Affreschi di Giovanni Canavesio in San Bernardo di Pigna,1900,-319,-469,-1
BV038522472,fre,Une compte de relieur de 1475,1964,122,-60,-1
BV038110694,ita,Una città all'alba dei tempi moderni,1999,134,506,-1
BV010460208,ita,Gio Ponti,1994,601,915,-1
BV038898165,ger,Perugino,1907,515,349,-1
BV038417519,eng,How many Apocalypse tapestries?,1977,564,638,-1
BV038091041,ita,I libri a stampa pergamenacei della collezione Melzi a Chantilly e alcune miniature di Benedetto Bordon,2009,662,349,-1
BV046263392,fre,Le bananier plantain,[2019],650,-409,-1
BV037941180,eng,Directive pictures,2004,233,24,-1
BV044628522,ita,L' archeosismologia in architettura,2015,1398,-469,-1
BV037936004,ita,La 49a Biennale di Venezia,2001,196,518,5
BV039626525,fre,"Guillaume Philandrier, Les annotations sur l'Architecture de Vitruve",2011,319,60,6
BV038009834,ger,Graphische Sammlung,1998,625,771,1
BV043794664,ita,La produzione della moneta a Roma tra tarda Antichità e Medioevo,[2015],380,-698,-1
BV042295162,ita,Studi sui cantari,2014,846,-96,-1
BV038315167,ger,Ständige Nolde-Ausstellung,1956,12,650,-1
BV004787963,ger,Die Zuordnung verteilungspolitischer Kompetenzen in der Europäischen Gemeinschaft,1992,-355,-24,-1
BV038317109,ger,Bernhard Strigels Wladislausbildnis,1917,-687,421,-1
BV038159021,ita,Sigilli bizantini di Sicilia,1998,-1055,-301,-1
BV043379788,ita,Lorenzo Lotto a San Pietroburgo,[2015],932,-12,-1
BV047747107,ita,Scavi nel cimitero di Domitilla,1898,-196,132,-1
BV038581043,fre,Dewasne,1968,478,337,-1
BV037572973,eng,The Prado Museum,1996,-429,771,0
BV038560620,rus,Šitoe kruževo konca XVI-načala XVII v. po risunku Čezare Večellio,1964,-49,-108,9
BV038075768,ita,Il restauro del portale sinistro della cattedrale di Santo Stefano a Pavia,2007,0,325,-1
BV038136292,ger,Bey mir ist das Auge vorwaltend,1997,-969,144,-1
BV037968164,ger,Ein verschollenes Brunnenwerk des Bartolomeo Ammanati,[1928],650,24,-1
BV047751897,eng,A Glasgow designer: The furniture of Mr. George Logan,1904,907,614,-1
BV037931872,ita,Alcuni disegni di Giovanni Bellini,1950,760,397,-1
BV038471873,ger,Herbert Boeckl zum 75. Geburtstag,1969,785,-325,-1
BV037975368,ger,Die Taufkapelle von St. Gereon in Köln,2003,-110,337,-1
BV038873168,ita,Studi sulla comunità ebraica di Pesaro,2003,-196,156,-1
BV009082568,ita,Bibbia istoriata padovana della fine del Trecento,1962,110,24,-1
BV038643352,spa,"Burgos, simbolo de tradicion y de progreso",1970,-85,602,-1
BV041556391,ita,I disegni del fondo Gismondi della Biblioteca Apostolica Vaticana,2012,638,-590,-1
BV037701026,ita,Ventagli della collezione Cesari,1999,-380,0,4
BV037795013,ita,"Anagni, Dante Alighieri e Papa Farnese",1965,993,891,-1
BV038417770,ger,Die Geschichte eines Gemäldes,1965,245,-84,-1
BV038518999,fre,Deux volets du retable de Hervartó et la statue de Ste. Cathérine de Palocsa,1954,846,-337,-1
BV037979992,ita,Tutto mi piace,2005,269,397,-1
BV037949909,ita,"L' arte, visibile mistero",2004,822,337,-1
BV038342644,eng,The Dream of Arcadia and the Sleep of Reason,1967,159,891,-1
BV021237676,ger,Schloß Zerbst in Anhalt,2005,-969,168,-1
BV043994013,ger,Hic iacet regina,[2018],834,-349,-1
BV037913299,ger,Ausstellungspolitik und Didaktik der Ruhrfestspiele Recklinghausen (1950 - 1974),1998,331,506,-1
BV037801430,ger,Die kirchliche Barockkunst in Österreich,1924,220,349,-1
BV038147832,eng,Jacopo Bertoia and the Farnese court,1987,-417,253,-1
BV046629327,ger,Ernst Fries und Camille Corot in Civita Castellana,[2019],-245,-228,-1
BV038029404,ger,Zur Darstellung von antiken und antikisierenden Skulpturen bei Tizian und in der Malerei des Veneto nach 1500,2007,-171,253,-1
BV013981504,ita,Pittura d'Avanguardia nel Dopoguerra in Europa,1970,-576,674,-1
BV037931413,ger,"Max Klinger, Ernst Moritz Geyger, eine Mäzenin und die Villa Romana",2003,-466,301,-1
BV037788861,ita,Le magnificenze di Roma di Giuseppe Vasi,1946,-490,-277,-1
BV038078111,ita,La nascita della veduta,2008,-36,144,-1
BV046766527,ita,XVth century hermetick frescoes at the Castle of Montecalvello,[2019],-233,-168,-1
BV047755591,fre,Théodore Rousseau,1868,0,-84,9
BV038375915,fre,Les écrits de Maurice Denis,1966,98,36,-1
BV038176823,ger,Paul Signac,2001,613,-132,-1
BV000078405,eng,Political leadership in contemporary Japan,1982,-429,216,4
BV038681137,eng,Laughing at the dictator,2004,36,361,-1
BV047101091,eng,The Virgin in Lima,2020,883,-12,-1
BV044490492,fre,Le lieu théâtral du XVIIe siècle dans le discours historique de Luigi Riccoboni,2006,-36,-409,-1
BV038408012,fre,La dernière oeuvre d'Edouard Albert,1970,355,48,7
BV044299352,ita,Le visioni della sibilla del Reno,2017,-429,722,0
BV037585723,ita,Una storia dell'arte in Italia nel XX secolo,2002,0,-277,8
BV038056957,ita,Aggiunte al catalogo di Emilio Savonanzi,2008,331,120,-1
BV039924386,ita,L' arte del commercio tra potere ed estetica,2011,-233,-192,-1
BV038700778,ita,"[Rezension von:] Lucchetti, Lucia: Sviluppi urbanistici di Ancona dal sec. XVII al XX :",1972,404,-481,-1
BV047062545,ita,Note sull'iconografia dell'Incoronazione della Vergine e del San Giovanni Battista di Paolo Camillo Landriani detto il Duchino,2020,601,-120,-1
BV000830257,ger,Geometrie der Architekturzeichnung,1988,417,-494,-1
BV037724356,ita,La donazione Filippo Cifariello alla Pinacoteca Provinciale di Bari,1990,441,-277,-1
BV045296777,eng,Virgil and Renaissance culture,2018,453,72,7
BV038212050,ita,Gian Galeazzo Visconti bibliofilo,2003,-208,-554,-1
BV037644264,ita,Musei d'Italia,2006,-282,-240,-1
BV046057353,eng,Physical methods for stimulation of plant and mushroom development,September 2018,196,349,-1
BV038151431,fre,Biomorphisme,1999,-294,156,-1
BV038194858,ger,Das Bildprogramm des Kaiserhauses,2000,319,-494,-1
BV038485419,ger,Eine Sammlung alten Porzellans kommt nach Washington,1966,134,0,-1
BV046135253,spa,El Vitelio Grimani (= PS. Vitelio) y su papel en el arte veneciano del siglo XVI,2017,134,313,-1
BV039932656,fre,Judith protagoniste sur la scène florentine du Quattrocento,2011,-269,710,0
BV038580064,eng,The still-life paintings by Jean-Etienne Liotard,1975,147,36,-1
BV005369924,ger,Gemäldegalerie der Stiftung Pommern im Rantzaubau des Kieler Schlosses,1971,-429,819,0
BV037721723,ita,Emilio Isgrò,1986,699,0,3
BV021629675,ita,Primavera e nobiltà,2005,196,759,5
BV021315749,ger,Bonstettiana,2006,-306,-361,-1
BV044643256,ger,Einblick in ein kunstpädagogisches Skizzenbuch,2017,-466,180,-1
BV045266208,ita,I diavoli nell'Inferno di Dante,2018,-368,-373,-1
BV037906230,ita,Luca Alinari,1982,932,-518,-1
BV043715806,ita,L'Alberti e Santa Maria del Fiore,2016,-24,325,-1
BV038064325,ita,Il Mercato delle vettovaglie,1997,601,265,-1
BV038775423,ger,Die karolingischen Miniaturen,2009,12,192,-1
BV038413324,eng,The importance of André Mollet and his family for the development of the French formal garden,1974,208,530,5
BV038137893,ita,Per un Museo della terracotta a Fratte Rosa,1999,98,156,-1
BV047713968,ger,"Die Italiener, Franzosen, Altniederländer und Deutschen in der Schweriner Galerie",1891,-331,819,0
BV037913027,ita,Nuova raccolta delle più belle vedute di Roma,1771,404,-747,-1
BV038681387,fre,Réflexions multiples,2007,969,-192,-1
BV038596185,ita,Tavola di Guido da Siena,1933,269,-12,-1
BV041603416,ger,Gefühlskraftwerke für Patrioten?,[2017],-134,192,-1
BV037929864,eng,When all that is gold does not glitter,2003,-331,747,0
BV045307713,eng,Thomas Willeboirts Bosschaert Study of a boy's head,2016,-85,-409,-1
BV037871507,ger,Bühnenformen - Bühnenräume - Bühnendekorationen,1974,-134,506,-1
BV000948234,eng,Liber Floridus Colloquium,1973,-490,277,-1
BV047384217,ita,Giovanni Boldini,[2021],772,-289,-1
BV042059180,ita,La conchiglia nella simbologia araldica,2014,466,662,-1
BV038593495,fre,Reflets de italianisme dans la peinture en Bohème vers 1500,1972,515,-60,-1
BV038557399,eng,"The Palais-Royal, and Right Bank dealers' shows",1988,809,325,-1
BV044912841,ita,Venezia di carta,gennaio 2018,110,433,-1
BV047958953,eng,Learning to perform in early modern art collections,2021,269,735,5
BV037942151,eng,"Mirror, mirror, on the wall",2004,282,168,6
BV046045620,ita,Teofilo Patini,2017,0,180,9
BV046932512,ita,Uomini e donne nell'immaginario iconografico paleocristiano,2020,147,132,-1
BV044490586,eng,Art and evolution,[2016],184,602,5
BV038005283,ger,Erbauung in und an christlicher Sakralarchitektur,2005,625,-481,-1
BV041793763,ita,Fotografia immersiva applicata ai beni culturali,2012,797,72,-1
BV037707104,eng,Art in theory 1648 - 1815,2000,147,903,-1
BV038127017,eng,Oriental silks go West,2010,134,-216,-1
BV037811632,eng,Italian maiolica,1972,-36,-144,9
BV037758984,ita,Tra arte e diritto,1993,208,602,5
BV038112375,ita,Il caravaggismo a Roma,2010,490,-638,2
BV038537142,pol,Nieznany przekaz ikonograficzny do wyglądu wnętrza kaplicy królowej Zofii (Św. Trójcy) w katedrze na Wawelu,1973,-797,0,-1
BV037896489,ita,Corrado Cagli e la critica,1981,122,156,-1
BV038454588,ita,Palladio e l'antico,1976,-73,373,-1
BV038341794,ger,Das Evangelisten-Relief vom Ambo Kaiser Heinrichs II. im Aachener Münster,1957,466,566,-1
BV038236078,ita,Intorno alla didattica del Disegno,1989,613,-542,-1
BV046402594,eng,Fifteenth-century Lombard sculptors and the transmission of late-gothic architecture in the upper Adriatic,2019,-171,-638,-1
BV009260889,ger,Leo von Klenze,1964,613,-277,-1
BV038136356,ita,La cascina nel Basso Lodigiano,1993,-233,-530,-1
BV025604876,eng,Logical Properties,2000,-61,96,-1
BV038183269,ita,Programma di recupero degli archivi degli architetti bolognesi,1999,527,-144,-1
BV013225434,ger,Jamnitzer,1920,12,-722,-1
BV043406213,eng,The mysterious mountain of Kurbinovo,[2015],-429,-433,-1
BV048464547,eng,Music for a dead king,2022,208,457,-1
BV047714166,ger,Der Radierer Oskar Stössel,1922,24,204,9
BV038560917,cat,La nau de la Seu de Girona,1951,220,-325,-1
BV038583589,ger,Die Stadtkirche in Neustadt/Holstein und ihre gemalten Fenster,1960,797,-24,3
BV038661355,eng,Jacob and Rachel at the Well by Veronese,1972,687,469,-1
BV046353637,spa,Luz y color en la arquitectura madrileña,[2019],-24,253,-1
BV037891290,ita,Codices manuscripti Graeci Ottoboniani Bibliothecae Vaticanae,1893,-687,927,-1
BV047099854,ita,Dati d'archivio e di cronaca per il ritratto di uno scapestrato figlio di papà,2020,-73,-566,-1
BV043480391,ita,Alessio De Marchis e i pittori di paesaggio a Roma tra Sei e Settecento,[2016],380,-674,-1
BV047360356,fre,Mobilités alimentaires,2021,36,168,-1
BV040441547,ita,La stüa nella Rezia italiana,2011,1006,1144,-1
BV038179663,slv,Zagrebška borza - natečaj in gradnja,2000,-208,337,-1
BV038168934,ita,Francesco e La Verna,2000,-233,192,-1
BV045370009,ita,La malattia negli autoritratti giovanili e qualche osservazione sulla Crocifissione di Cleveland e l'Amorino Pitti,2012,-404,240,-1
BV040528693,ita,Francesco Trina,2012,98,614,-1
BV047755594,fre,Notes sur quelques émaux anciens envoyés à l'exposition universelle,1868,527,-72,7
BV009180699,ger,Zinn,1981,662,-421,-1
BV038037823,ita,Vite di artisti a Perugia al tempo della formazione di Pintoricchio,2008,110,-144,-1
BV038567820,fre,L' abbaye de Maubuisson,1983,527,144,7
BV047624521,fre,Images cachées et satire,2021,36,481,-1
BV038420284,ger,Die Landschaft mit der büssenden Magdalena von Jacob Pynas,1965,650,265,-1
BV046652820,por,Tanto ella assume novitate al fianco,setembro 2019,122,-180,-1
BV038667085,ger,Ein Musterblatt des Jacopo Bellini mit Zeichnungen nach der Antike,1972,61,-361,-1
BV021323782,ita,Lo scrittore che dipinse l'atomo,2005,515,180,7
BV038154387,ita,Il Museo di Gabii a Villa Borghese,1998,-171,349,-1
BV038633783,eng,David Jones: Painter and poet,1963,-159,-530,-1
BV043448505,ger,Die Päpste und die Einheit der lateinischen Welt,[2017],24,-759,-1
BV047561298,eng,"Black bodies, white gold",2021,-453,722,0
BV037994768,ita,La decorazione a stucco a Venezia alla fine del Seicento,2005,527,-554,2
BV038390273,ger,Zuwachs an italienischem Museumsgut,1961,-208,48,-1
BV037794342,ita,La Madonna della Carità di Seggiano,1985,687,-60,3
BV043448805,ger,Die Schatz- und Heiltumskammern,2012,-208,120,-1
BV037821187,ita,La statua lignea della Sedes Sapientae nella Chiesa di Santa Maria in Camuccia di Todi,1992,331,-24,7
BV038062523,ita,L' antico culto delle reliquie e il cimelio di S. Babila a Milano,1952,331,-240,-1
BV038388765,eng,Who was Solly?,1967,588,-590,2
BV042759602,ita,La verità del falso,2015,478,650,-1
BV041649420,ita,Preliminari sull'opus sectile nell'estradosso delle arcate delle gallerie a S. Sofia di Costantinopoli,2013,404,96,-1
BV013156854,eng,Differences,1992-,613,831,1
BV043487149,ita,Domenico Norcia scultore,2016,368,-494,-1
BV042178637,eng,Albion and Jerusalem,c2009,-171,445,-1
BV037741441,ita,La Pieve di Figline di Prato,1973,429,265,-1
BV043997251,ita,Francesco Ricchino e il ritratto a Brescia a metà Cinquecento,2016,-503,-313,-1
BV038056371,ita,Indagine stratigrafica e progetto di conservazione,2008,-552,698,-1
BV037968934,fre,La naissance du Musée des Beaux-Arts Américain,2005,-220,-686,-1
BV038018128,ger,Gestione autonoma,2007,110,-265,-1
BV042565157,ger,Beiträge zur Mittelalterarchäologie in Österreich,1985-,-294,-36,-1
BV037801151,ita,Il papa dell'anno Mille,1988,687,36,-1
BV038497748,ita,Per Bernardino di Mariotto,1971,601,722,-1
BV000991849,eng,Nature and creature,1988,-552,48,-1
BV037577061,ger,Ernst Barlach,2001,-98,-469,-1
BV038596865,fre,"Charles Meryon, mes observations (1863)",1983,895,-72,-1
BV044222027,ita,L' invenzione cristiana dei cinque sensi nella liturgia e nell'arte del medioevo,[2017],-368,84,4
BV038759624,spa,Catalogo monumental de Navarra,1992,-515,-156,-1
BV001315511,ita,Dal piccolo al grande restauro,1988,552,-1108,-1
BV038415721,ger,Neue Ergebnisse der Trierer Domgrabungen,1953,147,84,-1
BV038007025,fre,La nécessité d'une hiérarchie des genres,1997,-368,277,-1
BV038933986,und,"Verso il polifilo, 1499 - 1999",1998,-61,24,-1
BV038132239,ita,Federico II e la caccia col falcone,1994,159,-120,-1
BV038404260,ger,Die Problematik der kunstgeschichtlichen Stilbegriffe,1965,196,228,-1
BV042889932,eng,War as spectacle,2015,392,494,-1
BV047656229,eng,"Rubens and Dirce, a source in plain sight",2021,208,-506,-1
BV038357423,ita,Un disegno di architettura civile del 1340,1973,527,626,-1
BV038531865,ger,Bemerkungen zur Malerei von Irmgard Wessel-Zumloh,1961,392,36,7
BV016453417,ita,Agostino Mascardi tra ars poetica e ars historica,2002,-343,-373,-1
BV042067624,ita,Il giardino islamico,2011,184,843,-1
BV038190624,fre,La cathédrale de Proust et ses fidèles,2001,417,662,-1
BV047065962,eng,Wandering the wards,2021,515,-542,2
BV038028076,ita,La datazione della statua lignea della Madonna di Oropa,2006,-343,421,-1
BV038558171,ger,Bustelli und das Rokoko,1963,355,722,-1
BV038423123,gre,Ho naos tu Hagiu Georgiu sta Prasteia Sideruntas Chiu,[1983?],-343,855,0
BV019645957,eng,Cardinal Pietro Ottoboni (1667 - 1740) and the Vatican tomb of Pope Alexander VIII,2004,331,-530,-1
BV037693458,ita,Brusamolino,[ca. 1982],-453,-385,-1
BV038020035,ger,Vanitas und Augentrug,1997,343,325,6
BV040440427,ita,Storia e tradizione nella Felsina Pittrice di Carlo Cesare Malvasia,2012,-294,469,-1
BV039914661,ita,Salvatore Bencari,2011,478,96,-1
BV043507827,eng,Collecting Italian Baroque painting in Canada,2015,-122,-277,-1
BV038078956,ita,Intagliatori e indoratori nella valle del Bitto (ovvero come si possano commettere degli errori e come vi si possa rimediare),2009,355,409,-1
BV044447760,ita,"Sognatori, poeti, viaggiatori",[2017],392,469,-1
BV037749840,ger,Joseph Anton Koch,1939,12,481,-1
BV046351434,ita,Una strada oltre il ponte Morandi,[2019],-723,313,-1
BV037995212,ger,Wettstreit oder historischer Zufall,2006,539,445,-1
BV038134219,ger,Die Tableaus der Fürstenberger Porzellan-Manufaktur,1998,-147,12,-1
BV038249367,eng,"Archaeology, merriment, and murder",1989,785,-36,3
BV038439082,ger,Alfred Flechtheim,[1958?],527,-481,2
BV038090259,ita,Arte a spasso,2009,319,807,-1
BV047557672,eng,The anthroposcene of weather and climate,2022,429,-216,-1
BV002854149,ger,Rede zu Goethes hundertstem Todestag,1932,355,1301,-1
BV039689203,eng,Leonardo's lost princess,2012,-417,-60,-1
BV038123398,fre,Retour à l'Antique,2010,-159,-192,-1
BV038645483,ita,La Parchettatura del Dipinto,1964,-159,-313,-1
BV044895888,ita,La Nunziatella di Napoli,aprile 2018,159,674,5
BV038403940,fre,Dado,1973,-404,-337,-1
BV038939291,spa,Arte y cultura en la época de Isabel la Católica,2003,147,783,-1
BV038412435,rus,Neizvestnye risunki Kloda Vin'ona i Zaka Bellanža,1957,-343,-60,-1
BV041283741,eng,Architectural re-use processes in late antique North Africa - prolegomena,2013,-1276,-277,-1
BV037978529,fre,Guillaume Bertelot (1583 - 1648),2004,515,-518,2
BV038263814,ger,Das Theresianische Stadtviertel von Triest,1985,-453,939,0
BV045499457,ita,A set of Western European pilgrim badges from Hierapolis of Phrygia,2012,-36,0,9
BV038053548,ger,Dialog-Inszenierung,2007,503,-120,-1
BV037991149,ita,"La Sala dello Zodiaco in Palazzo Rosso a Bentivoglio, una nuova ipotesi di attribuzione",2005,49,-445,-1
BV038404146,eng,Rubens and Joves Eagle,1970,392,156,-1
BV037707495,ita,Gli oriuoli mechanici di Filippo di Ser Brunellesco Lippi,2000,-171,614,-1
BV038194092,ger,Hocker oder Kunstwerk?,2002,-49,108,-1
BV043907272,ita,L'artista geologo,2016,-1177,-349,-1
BV038967747,ger,Das Kristalline als Kunstsymbol - Bruno Taut und Paul Klee,1991,-196,445,-1
BV038320885,ita,Appunti su alcuni quadri italiani del sei e settecento nel Museo d'arte straniera di Riga,1971,245,-180,-1
BV038898666,ger,Der verlorene Sohn,1955,159,843,-1
BV037693168,ita,120 giorni di scultura a Trieste,1975,0,686,-1
BV038146067,ita,Il restauro delle grotte ottocentesche,1999,539,301,-1
BV038104159,ita,Per papa Giulio,2009,-134,578,-1
BV041351608,hun,Helmut Newton,2013,-220,879,0
BV037573075,fre,Majoliques italiennes du Musée des Arts Décoratifs de Lyon,2001,-98,-156,9
BV038022108,ita,Il tema del paradeisos negli affreschi della Basilica Teodoriana di Aquileia,2006,-417,-445,-1
BV039954134,ita,Milano e Venezia,2011,-331,698,0
BV045386904,ita,Orizzonti d'acqua,[2018],723,265,-1
BV038492629,swe,"Emil Hultmark (1872 - 1943), konsthistoriker, samlare och mecenat",1988,638,-638,-1
BV047721304,ger,Sascha Schneider's Wandbilder im deutschen Buchgewerbe-Hause zu Leipzig,1900,-490,156,-1
BV038508239,ger,Die 'byzantinische Frage' und die Kunst des Mittelalters in Schweden,1982,-404,698,0
BV038144788,ita,Il restauro della statua lignea trecentesca di San Cristoforo,1999,331,530,-1
BV038531752,fre,"Jehan Mone, artiste de l'empereur",1953,220,-349,-1
BV044026654,ita,"Attraversare la storia, mostrare il presente",ottobre 2016,147,614,5
BV047191017,ita,Santa Francesca Romana,[2021],-650,-385,-1
BV041897028,ita,I palazzi pubblici di Foligno,2014,650,457,-1
BV024284968,eng,Italian Architecture up to 1750,1971,1398,-445,-1
BV046247506,spa,Tradición y modernidad en la imagen urbana de Valentia romana,2008,319,-12,7
BV012317893,ita,L' altare della patria,1998,269,-132,-1
BV038202620,eng,Francis Haskell and eighteenth-century Venice,2002,355,289,6
BV038643243,eng,An allegory of Good Counsel by Titian,1973,-134,-144,-1
BV046088478,ita,A mano - a mano,2019,674,-337,-1
BV037668857,ita,Giorgio Ulivi,1998,539,228,-1
BV038350859,ger,Adalbert Klaar - 70 Jahre,1971,-49,542,-1
BV047758154,ger,"Der Fest- und Tanzraum der ehemaligen Gültenen Sonne in Hardheim, Neckar-Odenwald-Kreis",1983,-380,144,4
BV038394023,ger,"Spielen, Wahrsagen, Lehren",1986,-392,-301,-1
BV038128691,ger,Friedensvorstellungen im Werk des Petrarca Meisters,1991,-110,-96,-1
BV043669444,ita,La letteratura francescana,giugno 2016,134,457,-1
BV038312042,ita,Bozzetto di Corrado Giaquinto,1951,-699,433,-1
BV046407700,ita,Testimonianze della miniatura cassinese nel sec. VIII,2019,552,771,-1
BV038046415,ger,Die Krypta von St. Michael in Hildesheim,2008,122,-204,-1
BV037717759,eng,Directory of British architects,1993,319,542,-1
BV037940783,ita,Teoria e pratica del restauro in Cesare Brandi,2003,0,-156,9
BV038362684,spa,A propósito de un medallista italiano: Luciano Mercante,1969,-12,-240,-1
BV038202808,fre,Le livre de photographe,2002,-282,-48,-1
BV039585408,ita,Rosso,2011,466,542,-1
BV038115739,eng,Contemporary art at Dudmaston,1996,797,-96,3
BV037630542,eng,SMK highlights,2005,184,650,5
BV040241685,eng,Turner and Claude,2012,-343,60,-1
BV044648416,ita,Lastre tombali di medici del Quattrocento romano (Santo Stefano del Cacco e chiostro lateranense),[2017],49,-421,-1
BV037976220,eng,Boulle at Blenheim,2005,417,-253,-1
BV038144051,eng,"Genesis, Holy Saturday, and the Sistine Ceiling",1999,233,698,5
BV047847115,eng,Illusion in cultural practice,2021,306,-120,-1
BV037873774,eng,Infra-apparel,1993,61,-72,-1
BV038422943,ger,Zur Ikonographie des bethlehemitischen Kindermordes in der frühchristlichen Kunst,[1969?],552,120,-1
BV038409664,fre,"Le jubé de Bourges, remarques sur le style",1979,98,421,-1
BV038469355,eng,Early Picassos in the Collection of Mr. Chen Quinghua in Suzhou,1986,184,771,5
BV037603684,ita,Herbert Pagani,1991,699,-337,-1
BV043884382,ita,Reims 1920,2016,944,0,-1
BV047174583,eng,"Science, poltics, and visual design in Cold War America",2020,343,-60,-1
BV038156694,ger,Liturgie und Illusion,2000,-478,-1349,-1
BV047188265,eng,Obscured by walls,2020,73,-325,-1
BV025400777,ger,Spiritualistische Strömungen an den Höfen von Aragon und Anjou während der Höhe des Armutsstreites,1912,36,-722,-1
BV038002886,ita,Investigazioni II,2005,441,469,-1
BV002567116,und,Archivum Franciscanum historicum,1908-,-527,-289,-1
BV038681324,ger,Konsortialer Betrieb lokaler Portale,2007,-699,265,-1
BV038899806,ger,Untersuchungen zur Tuch- und Stoffbenennung in der französischen Urkundensprache,1967,650,0,3
BV038358942,ger,Malerei in Neapel von Caravaggio bis Giordano,1982,-478,939,-1
BV044710045,eng,Writing southern Italy before the Renaissance,2019,36,-120,8
BV038690580,ita,"[Rezension von:] Paolino, Francesca: Architetture degli ordini mendicanti in Calabria nei secoli XIII - XV. - Pescara : Carsa, 2002",2003,-417,-325,-1
BV037480095,ger,"Villa Massimo, Deutsche Akademie Rom, Accademia Tedesca Roma",2003-2019,-245,84,-1
BV038316423,eng,Rubens from Oxford. Colnaghi's Bond Street Gallery until 18 June. 215S. 430-431,1988,-171,-445,-1
BV038058655,ita,L' estro armonico,2008,-220,445,-1
BV038444462,ger,Kostümgeschichtliche Studien zur Kölnischen Malerei des 14. Jahrhunderts,1928,-233,120,-1
BV038479362,rus,Pričiny provedenija monetnoj reformy 1526 goda v Anglii,1981,282,722,5
BV047592065,ita,"Studi di storia, arte e archeologia veronese",[2021],-110,361,-1
BV041835697,ita,L'elogio della virtù,2013,650,433,-1
BV042069052,ita,Le piante della Fontana di Trevi,2014,-73,180,-1
BV038580850,ger,Das Brautportal des Paderborner Domes,1960,-171,301,-1
BV041815448,ger,Enchiridion symbolorum definitionum et declarationum de rebus fidei et morum,2014,503,-554,2
BV038406434,ger,Anders Zorn (1860 - 1920),1989,171,156,-1
BV037902114,fre,La Charte d'Athènes,1979,-122,469,-1
BV038269841,fre,Les dessins de Callot pour la première Tentation de Saint Antoine,1982,196,108,-1
BV004716754,ita,Il santuario di S. Michele Arcangelo sul Gargano dalle origini al X secolo,1990,907,-84,-1
BV047282826,ita,Venezia nel levante nel XIII secolo,2020,-134,843,-1
BV038490606,ger,Michael von Munkácsy's Deckengemälde im Stiegenhaus des Kunsthistorischen Museums in Wien,1974,552,-144,-1
BV038491234,ger,Die protestantischen Bilderzyklen im niedersächsischen Raum und ihre Vorbilder,1978,404,-313,-1
BV038929688,swe,Gustaf III,1972,503,-626,2
BV038601052,ger,Karl Bednarik,1981,588,397,-1
BV037957701,ita,Un caso sperimentale,2004,24,-421,-1
BV037708134,ita,Pittura e scultura del primo '900,1996,-417,783,0
BV038547413,eng,The Barber Institute,1953,809,-180,-1
BV045155107,eng,Three castles - ten venetian well-heads,2018,147,349,-1
BV038961873,fre,Le prince et son portrait,2009,-122,36,-1
BV035119769,ger,"Nach Bourdieu: Visualität, Kunst und Politik",2008,-687,879,-1
BV037692092,eng,Abstracts of papers,1996,269,759,5
BV038043003,ita,Ritrovamenti e segnalazioni,1973,-282,-96,-1
BV037764980,ger,Der Begriff der Kultur bei Warburg,1985,61,650,-1
BV038391807,eng,Madonna and child relief by Tino da Camaino,1958,-294,108,-1
BV038373016,ger,Die Brüder Rafel und Jochem Camphuysen und ihr Verhältnis zu Aert van der Neer,1970,1018,-530,-1
BV038613477,ger,Zur Formensprache der Deckenbilder von Zillis,1950,441,-469,-1
BV037609996,ita,Arte sacra contemporanea,2003,-429,192,4
BV047726391,ger,Zukunfts-Gedanken,1915,-981,108,-1
BV038342476,fre,Jean Fouquet a Notre-Dame-la-Riche de Tours,1970,662,301,-1
BV037759978,ita,Lettere,1853 [erschienen] 1854,-73,-228,-1
BV038045044,ita,Il reale e l'ideale,2008,-98,-84,9
BV038024995,ita,Il pittore e lo spettatore,2002,122,614,-1
BV005175527,ita,La città medievale nella Marca,1973,-159,-433,-1
BV038679957,eng,Case Open and/or Unsolved,2005,-466,-277,-1
BV038182427,ita,La creatività nel terzo millennio,2001,208,698,5
BV038097998,ita,Ceci tuera cela,1995,-49,-518,-1
BV038627596,ita,Le imbarcazioni monossili in Italia,1983,-196,-180,-1
BV037591974,fre,Galerie Imperiale et Royale de Florence,1846,49,277,-1
BV010593127,ita,Inventario degli oggetti d'arte d'Italia,1935,588,710,-1
