,id,lang,title,year,embedding_x,embedding_y,cluster
9619,BV021627854,ita,Scultura altomedievale in Italia,2005,251,196,23
9620,BV021628044,ita,Della figura che va contro il vento,2006,332,177,24
9622,BV021628591,ita,Caserta,2005,272,-306,-1
9625,BV021628854,ita,Un edificio di ieri per la città di domani,2005,302,-317,178
9630,BV021629327,eng,Thermophysics and aeromechanics,2006-,268,-166,161
9631,BV021629392,ger,Architektur als professionalisierte Praxis,2006,-276,-128,62
9632,BV021629484,eng,Building the Past,2006,-72,204,77
9633,BV021629550,ger,"Er sieht einen Fleck, er malt einen Fleck",2006,-395,22,17
9634,BV021629675,ita,Primavera e nobiltà,2005,-310,294,31
9635,BV021629713,ita,Gli storici dell'arte e la peste,2006,459,358,61
9636,BV021630565,ger,Fliehkraft,2006,-97,219,-1
9637,BV021630859,eng,Icons and power,2006,-76,94,86
9638,BV021630876,eng,The science of describing,2006,-55,241,79
9639,BV021630893,ita,L' Archivio Storico Comunale Preunitario e del Convento della Madonna delle Lacrime di Trevi,2005,191,-309,105
9640,BV021630916,ita,L' Archivio Storico Comunale Postunitario di Trevi,2005,276,-211,145
9641,BV021630939,ger,Wimpfen,1980,-387,249,21
9643,BV021631357,ger,Die Romfahrt Kaiser Heinrich's VII. im Bildercyclus des Codex Balduini Trevirensis,1881,-114,22,-1
9644,BV021631598,ita,"In lengua grossa, in lengua sutile",2005,332,-109,154
9645,BV021631878,ita,Storia urbanistica di Salerno nel Medioevo,2005,166,-37,-1
9646,BV021631889,ger,Nachgelassene Manuskripte und Texte,2006,281,-132,168
9647,BV021631930,eng,A guide to the collection of tiles,1960,-195,-283,-1
9649,BV021632267,ita,La magnificenza del banchiere,2005,344,-272,193
9650,BV021632321,ita,L' arte del buffone,2005,485,260,-1
9651,BV021632518,eng,The frescoes of Casa Vasari in Florence,2006,68,94,76
9652,BV021632577,ita,Padova carrarese,2005,174,309,-1
9653,BV021632636,ita,Il Gentile risorto,2006,166,113,-1
9654,BV021632650,ita,"Gli esordi di Raffaello tra Urbino, Città di Castello e Perugia",2006,-97,-45,92
9655,BV021632704,ita,Diderot,1976,191,-158,123
9656,BV021632781,ger,Die Klosterinsel Reichenau im Bodensee,2006,302,-158,162
9657,BV021633133,ita,Cosimo Rosselli,2007,161,-222,124
9658,BV021633136,eng,The look of Van Dyck,2006,361,-166,183
9659,BV021633237,ita,Pacecco De Rosa,2005,374,-102,-1
9660,BV021633247,ita,Palazzo del Principe,2005,391,-298,187
9661,BV021633555,ger,Architektur und Atmosphäre,2006,-285,-75,-1
9663,BV021633667,ger,Im Dienst sozialer Dienste,2006,12,-173,82
9664,BV021633854,ger,2000 Jahre Stadtentwicklung Trier,1984,323,18,68
9665,BV021633929,ita,La letteratura italiana negli Indici del Cinquecento,2005,217,-98,165
9666,BV021634211,ita,Appunti su alcuni palazzi e case di Urbino,2005,-68,-207,-1
9667,BV021634336,ita,"Maria, l'Apocalisse e il Medioevo",2006,-549,52,1
9668,BV021634364,ita,Agiografia aretina altomedievale,2005,378,-90,-1
9669,BV021634541,ita,Monopoli,1976,395,-287,-1
9676,BV021635353,ger,Manfred Lehmbruck,[2006],-234,-83,-1
9679,BV021635734,ger,Die Kunstkammer des Servitenklosters in Innsbruck,1959,-38,37,91
9681,BV021635816,ita,Guelfi e ghibellini nell'Italia del Rinascimento,2005,472,347,61
9682,BV021636131,ita,Civiltà delle immagini,2005,268,-317,175
9683,BV021636141,ita,Visita al Risorgimento,[2005],281,-177,152
9684,BV021636143,ita,Sorrento e la sua penisola,2005,310,-196,144
9685,BV021636150,ita,Sculture nel Piemonte del Settecento,2005,93,238,41
9686,BV021636159,ita,Il mito nell'opera letteraria e pittorica di Alberto Savinio,2005,102,-238,-1
9687,BV021636817,ita,Cesare Brandi,2006,183,-105,114
9688,BV021637835,ita,Bisanzio e Venezia,2006,55,-506,-1
9690,BV021637903,ger,Farbigkeit in der Antike,2005,281,-283,-1
9691,BV021637956,ger,Bildung und Erziehung,1948-,170,-200,119
9692,BV021637998,fre,La Renaissance et les antiquités de la Gaule,2005,-298,-132,-1
9695,BV021638510,ita,Il portolano della spiaggia romana nel mare mediterraneo di Angelo Costaguti,2005,-153,-260,-1
9698,BV021638684,ita,Luoghi di spettacolo a Firenze dal Rinascimento all'Ottocento,2005,-370,-234,6
9699,BV021638690,ita,Santuari francescani minoritici,2005,174,45,-1
9702,BV021638954,eng,From Constantine to Charlemagne,2006,459,343,-1
9704,BV021639035,ita,I Della Ratta conti di Caserta,2003 [erschienen] 2004,-72,-98,93
9705,BV021639292,eng,In the company of demons,2006,430,332,-1
9706,BV021639398,ita,I primi Lincei e il Sant'Uffizio,2005,136,-283,109
9707,BV021639419,ger,Museumskatalog,1972,144,-268,112
9712,BV021639924,ita,Chiose palatine,2005,34,-215,82
9713,BV021640792,eng,Your humble servant,2006,85,-200,-1
9716,BV021641575,eng,Baiae,2006,374,-215,172
9719,BV021642076,cze,Kodex Vyšehradský,2006,136,-290,109
9720,BV021642277,ita,Viaggio in Umbria,2006,-447,-279,7
9721,BV021642300,ita,Dizionario di cultura musicale,2005,127,-139,-1
9722,BV021642407,ita,Michelangelo nasce in Casentino,2006,51,41,90
9724,BV021642465,ita,Cartografia morale,2006,97,-256,-1
9725,BV021642604,eng,Messianism and puritanical reform,2006,400,-238,-1
9726,BV021642752,ita,Sant'Antonino Abate,2005,208,-143,164
9727,BV021642979,ger,Percy Ernst Schramm und das Mittelalter,2006,366,-260,143
9728,BV021643083,dut,De rol van de schilderkunst in het leven van Constantijn Huygens,2005,-242,90,40
9734,BV021643820,ger,Die christliche Legitimation von Herrschaft im Mittelalter,2006,-68,260,-1
9735,BV021644234,ger,Andrea Mantegnas camera picta im Kastell von Mantua,2005,-293,332,-1
9736,BV021644453,ita,La Sicilia occidentale dalla tarda antichità alla conquista islamica,2005,-285,287,-1
9737,BV021644629,dut,Het schouwtoneel der dieren,2006,-340,86,8
9738,BV021644691,ita,Il monachesimo italiano dall'età longobarda all'età ottoniana (secc. VIII - X),2006,476,358,-1
9739,BV021644809,ger,Die Kunst der Anatomie,2006,157,-302,108
9740,BV021644877,ger,XSLT - kurz & gut,2006,319,-158,163
9744,BV021645275,eng,Workshops and patrons of St. Theobald in Thann,2006,-63,-120,93
9745,BV021645466,ger,Führer durch die Sammlung Gustav Benda,1932,361,-309,-1
9749,BV021645869,ger,Geschichtsbilder zwischen Fakt und Fabel,2006,298,-268,193
9750,BV021646089,ita,Guida di Ugento,2005,366,-222,179
9754,BV021647163,ger,Tu es Petrus,2006,-387,302,-1
9756,BV021647264,ger,Das Papsttum im Spiegel von Münzen und Medaillen,2006,310,166,24
9758,BV021647291,eng,Il collezionismo a Venezia e nel Veneto ai tempi della Serenissima,2005,-306,260,-1
9763,BV021647611,fre,"Nancy, Musée des Beaux-Arts",2006,566,68,5
9764,BV021647700,ger,Katalog der Neuaufstellung 1953,1953,302,-226,157
9765,BV021647731,ger,Das Goslarer Evangeliar,1987,289,-200,145
9766,BV021648437,ita,Tracce islamiche nelle chiese di Puglia e Basilicata,2002,-442,-290,7
9767,BV021648458,ita,La spezieria,2005,383,-290,187
9768,BV021648483,ita,Dimore feudali in Sicilia fra Seicento e Settecento,2005,378,279,-1
9769,BV021648485,ita,La città immaginata,2005,361,-75,-1
9770,BV021648606,ita,Per la storia del libro,2006,408,306,55
9771,BV021649181,ger,Affekte,2006,-344,249,-1
9772,BV021649437,eng,Representations of war in ancient Rome,2006,-344,272,29
9773,BV021649532,ita,Illustrazione dell'Arco d'Augusto in Rimini,2005,212,-147,131
9774,BV021649549,ita,Mezzaratta,2005,76,102,76
9775,BV021649572,ita,"Il monaco, la chiesa e la liturgia",2005,293,-105,-1
9776,BV021649688,ita,Lorenzo Lotto da Venezia a Treviso,2005,-21,45,91
9777,BV021649733,ita,Le scale di Vicenza,2005,263,-56,-1
9778,BV021649732,eng,Into the vortex,2006,38,-219,82
9779,BV021650162,lat,Magistri Iohannis Hus opera omnia,2006,251,-151,129
9780,BV021650175,ger,Allgemeiner Theater-Allmanach von Jahr ...,1782-1782,17,56,90
9785,BV021651357,ita,Sermones,2005,157,-355,-1
9786,BV021651467,ita,Irene Galitzine,2006,174,-136,118
9787,BV021651537,ita,Il mobile neoclassico in Italia,2005,417,328,59
9788,BV021651557,ita,Le Omelie sui Vangeli di Gregorio Magno a Vercelli,2005,425,328,-1
9789,BV021651708,ita,Giardini a Pavia,2005,21,45,90
9790,BV021651716,ita,Il Palazzo alla Giornata,2005,251,-241,142
9792,BV021652426,ita,Cristina di Svezia e la cultura delle accademie,2005,-161,-268,71
9793,BV021652539,ita,L' antico convento di Santa Croce a Torino,2005,-293,-120,-1
9794,BV021652544,ita,Parigi nell'Ottocento,2005,255,-64,160
9796,BV021652623,fre,Une archéologie du goût,2005,263,-222,151
9797,BV021652825,ger,Metzler-Lexikon Antike,2006,17,-109,-1
9798,BV021653204,ger,Astronomie vor Galilei,2006,89,181,41
9799,BV021653262,ger,Maria Birnbaum,1983,200,-211,149
9800,BV021653329,ita,Bagli e ville di Palermo e dintorni,2005,-51,-290,-1
9801,BV021653366,ita,Scienziati a Pompei tra Settecento e Ottocento,2006,119,-207,-1
9802,BV021653396,ita,L' epoca di Dudovich,2006,438,370,-1
9803,BV021653471,ita,Castelli e abbazie della Valle del Ticino,2005,-114,-90,-1
9804,BV021653584,ita,Arti e tecniche del Medioevo,2006,-259,-173,-1
9805,BV021653672,fre,Études transversales,2005,-357,313,27
9806,BV021653772,ger,Kontinuität und Zäsur,2005,178,-321,105
9808,BV021654168,ger,BücherGänge,2006,323,26,-1
9809,BV021654298,ger,Almanach fürs Theater,1809-1812,-161,-215,-1
9810,BV021654391,ger,Almanach fürs Theater,1809-1811,-157,-438,49
9811,BV021654445,ger,Almanach für Theater und Theaterfreunde,1807-1807,-195,-426,-1
9812,BV021654949,ger,Papierpaläste,2005,-46,-158,85
9813,BV021654965,eng,The cell phone reader,2006,161,-328,105
9814,BV021655006,ita,Immagini preziose in cornice,2005,-361,-226,6
9815,BV021655016,ita,Domus sapientiae,2005,251,-128,139
9816,BV021655019,ita,Cronica di Pisa,2005,42,-230,82
9817,BV021655078,spa,Gerona y sus comarcas,1957,370,-249,143
9818,BV021655127,spa,Ibiza,1956,183,-234,113
9819,BV021655220,ita,L' enigma di Piero,2006,434,268,-1
9820,BV021655726,ger,Kleines Lexikon des Aberglaubens,2006,174,-226,113
9821,BV021655942,ita,La Piazza dei Priori di Volterra,2005,357,-268,194
9822,BV021656111,ita,Firenze delle torri,2005,144,-117,-1
9823,BV021656262,ger,Das Institut für Kunstgeschichte der Ludwig-Maximilian-Universität München,2006,225,-105,165
9824,BV021656334,ita,I ponti di Pisa,2005,34,56,90
9825,BV021656581,ger,Denkmaltopographie Bundesrepublik Deutschland,2006,29,-83,99
9826,BV021656694,ger,Berliner Theater-Almanach,1827-1827,200,-317,-1
9827,BV021656721,ger,Taschenbuch für Schauspieler und Schauspielliebhaber,1779-1779,8,-200,82
9828,BV021656802,ger,Taschenbuch für die Freunde des hiesigen Hoftheaters,1813-1813,289,-132,169
9829,BV021656839,ger,Theaterkalender für die Freunde des hiesigen Hofoperntheaters,1828-,208,-211,149
9830,BV021657459,ger,Penelope,1816-1847,149,-188,132
9831,BV021657515,ger,Antiken in Stendal,2006,-255,298,13
9836,BV021657618,ita,Conserviamo Gorizia,2006,-127,154,28
9837,BV021657754,ita,L' antica Gioi,2003,302,-309,178
9838,BV021658293,eng,Working in the vineyard of the Lord,2005,408,283,53
9839,BV021658378,eng,Psychopharmacology,1959-,174,-249,116
9843,BV021658861,eng,A history of Florence,2006,-340,-215,6
9844,BV021658972,ger,Frankfurter Fayencen,1935,34,-34,-1
9845,BV021659437,ger,Ästhetik in der Wissenschaft,2006,-42,-313,67
9846,BV021659617,eng,Picturing the Celestial City,2006,-315,336,-1
9847,BV021659668,eng,Mapping markets for paintings in Europe 1450 - 1750,2006,-89,226,78
9849,BV021659938,eng,Hampton Court Palace,2005,349,-245,186
9850,BV021660053,ger,Gesten des Zeigens,2006,374,-11,-1
9851,BV021660306,eng,Art beyond representation,2004,-51,-328,67
9853,BV021660487,ger,Lochmuster und Linienspiel,2006,-246,64,40
9854,BV021660519,dut,Utrechtse schilderkunst in de Gouden Eeuw,2006,-238,94,40
9855,BV021660567,eng,Rubens & Brueghel,2006,97,-45,-1
9856,BV021660592,ger,Tempel der Kunst,2006,-170,-442,44
9858,BV021660641,ger,Neues Jahrbuch für die Bühne,1835-1835,4,158,75
9860,BV021660710,ger,Jahrbuch für Theater und Theaterfreunde,1841-1841,195,-71,158
9861,BV021660812,ita,La xilografia di Domenico Dalmonte (1915 - 1990),2005,114,-37,-1
9862,BV021660874,eng,Art & alchemy,2006,404,-249,-1
9863,BV021660991,ita,Il ruralismo magico di Giuseppe Piombanti Ammannati,2006,170,-215,119
9864,BV021660994,ita,La Garbatella a Roma,2006,-217,-234,-1
9865,BV021661006,ita,Venezia,2006,46,-483,14
9867,BV021661213,ita,La Fortezza del Priamàr,2006,140,-37,103
9868,BV021661219,ita,Gentile da Fabriano,2006,42,-192,82
9869,BV021661468,ita,Mozart a Roma,1907,-157,-256,-1
9870,BV021661608,ita,Le ampolle di San Mena,2002,110,-117,104
9871,BV021661661,ger,Raisonnirendes Theaterjurnal von der Leipziger Michaelmesse,1784-1784,-157,-211,-1
9872,BV021661750,ger,"Die Leben der ausgezeichneten Gemmenschneider, Glas- und Miniaturmaler Valerio Belli, Guillaume de Marcillat und Giulio Clovio",2006,442,351,-1
9873,BV021661771,ger,Das Leben des Leonardo da Vinci,2006,327,173,24
9874,BV021661878,ger,Ausstellungsautorschaft,2005,114,-136,-1
9875,BV021661930,ger,Theatralisches Wochenblatt,1802-1802,-161,-404,-1
9876,BV021661958,ita,Dipingere la parola,2006,263,-109,168
9877,BV021661977,ger,Thalia,1836-1837,93,-147,-1
9878,BV021662211,ger,Kunst und Humanismus,2007,-298,328,32
9884,BV021663409,ita,Archeologie,2006,-42,389,12
9885,BV021663458,ita,I costruttori,2006,562,56,5
9886,BV021663476,ita,Le campane di Siena nella storia della città,2006,387,-249,-1
9893,BV021664933,fre,Le moyen âge,[1996?]-,-34,215,-1
9894,BV021664998,ita,Dimore sull'acqua,2005,306,79,68
9899,BV021665821,fre,Cézanne,1926,204,-222,149
9913,BV021667703,ita,Dizionario fisiognomico,2006,-127,147,28
9916,BV021668012,eng,Annual report of the Librarian of Congress,1999-,187,-306,105
9919,BV021668204,ita,I colori del fasto,2005,21,-483,-1
9924,BV021668562,ger,Ausgewählt!,2006,102,-109,104
9926,BV021669071,fre,Introduction a la Haute École de l'art de peinture,2006,-374,56,-1
9927,BV021669281,spa,El mediterráneo,2006,-366,253,-1
9929,BV021669649,eng,Reading Michael Psellos,2006,-97,105,86
9930,BV021669686,ger,Theater-Zeitung,1846-1846,106,-7,-1
9931,BV021669691,eng,The transformation of the laity in Bergamo,2006,97,-151,104
9933,BV021669756,ger,Biographisches Taschenbuch deutscher Bühnen-Künstler und Künstlerinnen,1836-1837,323,-230,185
9934,BV021669911,ger,Neue deutsche Dramaturgie,1798-1799,323,-313,-1
9935,BV021670200,eng,Per visibilia ad invisibilia,2006,157,22,-1
9936,BV021670240,ger,Traverse,1994-,63,-90,-1
9937,BV021670653,ita,La Versilia e la via Francigena,2003,319,-204,-1
9939,BV021670701,ita,Visioni e viaggi immaginari nel Medioevo,2006,281,-200,145
9940,BV021670851,ger,Dramaturgisches Journal für Deutschland,1802-1802,302,-279,193
9941,BV021670903,ger,Dramatische Desserts,1837-1837,-114,-408,-1
9944,BV021671270,fre,Les origines de l'esthétique médiévale,1992,-42,-321,67
9945,BV021671305,eng,Italy and the European powers,2006,-93,200,-1
9946,BV021671526,eng,The book of nature in early modern and modern history,2006,238,-313,175
9947,BV021671657,eng,Language and cultural change,2006,149,-317,105
9949,BV021671955,ita,Interni italiani,2005,549,37,5
9950,BV021671976,ita,Interni salentini,2005,17,26,-1
9952,BV021672090,ita,L' aquila e il leone,2006,-63,-151,85
9957,BV021672353,ita,Comportamenti e immaginario della sessualità nell'alto medioevo,2006,-93,253,-1
9958,BV021672471,ger,Die Liebesverhältnisse der olympischen Götter mit sterblichen Frauen,2006,170,-94,114
9959,BV021672639,ita,Il trattato di Teofilo e il problema dell'origine della pittura ad olio,2006,340,-290,-1
9960,BV021672951,ita,Le epigrafi della Valle di Comino,2005,251,-249,142
9961,BV021673088,ger,Dispositio,2005,-234,-90,-1
9962,BV021673174,ita,L' isola degli artisti,2005,272,-268,-1
9963,BV021673207,und,Table alphabétique des publications de la Société Française d'Archéologie,1930-,38,355,-1
9967,BV021674117,ger,Rembrandts Landschaften,2006,-21,-7,-1
9970,BV021674185,eng,Critical review,1986-,310,-166,162
9972,BV021674268,fre,Studia Albertiana,2003,136,-162,125
9974,BV021674454,ger,Der Dom zu Worms,1984,187,-94,114
9975,BV021675217,ita,La città di pietra,2005,225,-45,-1
9976,BV021675240,ita,Arte e politica tra Napoli e Firenze,2006,-174,-60,38
9977,BV021675262,eng,"The Venetian hours of Henry James, Whistler and Sargent",1991,55,-498,15
9978,BV021675294,eng,Philosophia,1971-,221,3,96
9980,BV021675399,ita,I segni del tempo,2006,-387,264,-1
9982,BV021675505,ger,Language typology and universals,1993-,306,-147,161
9983,BV021676123,eng,Catalogue of paintings,1999,-395,37,17
9984,BV021676125,eng,Ancient Greek portrait sculpture,2006,21,-68,99
9985,BV021676128,eng,Catalogue of paintings,1999,-400,11,-1
9987,BV021676555,ita,Diario italiano,2006,442,298,51
9988,BV021676622,ita,Dalla via Emilia al Po,2005,187,-34,-1
9989,BV021676702,fre,Géricault,1926,285,-332,-1
9990,BV021676859,ita,Memorie di un paese,2005,344,-166,183
9991,BV021676862,ger,Medaillen auf Albrecht von Brandenburg,2005,12,-22,97
9993,BV021676873,spa,Desarrollo económico,1961-,251,-294,121
9994,BV021676881,eng,Ekonomisk tidskrift,1899-1964,395,-143,176
9995,BV021676885,ita,La Guardia Svizzera Pontificia nel corso dei secoli,2005,255,-185,161
9998,BV021676959,dan,Landskab,2005,-4,0,97
9999,BV021677011,dan,Ny Carlsberg Glyptotek i tiden,2006,238,-298,-1
10000,BV021677044,eng,Nature protocols,2006-,-89,68,-1
10002,BV021677138,eng,The age of the dromōn,2006,-123,90,-1
10005,BV021677620,swe,Konceptdesign,2005,-327,324,32
10007,BV021677985,eng,Dictionary of pastellists before 1800,2006,238,-124,139
10008,BV021678030,ita,Il marchese Alfonso Tacoli-Canacci,2005,-234,83,40
10010,BV021678195,ita,Stefan George e l'antichità,2006,-144,-426,49
10011,BV021678727,ger,Die deutsche Einwanderung nach Florenz im Spätmittelalter,2006,-378,-188,6
10012,BV021678994,eng,Annual report,1996-,166,-136,118
10013,BV021679254,ita,Santa Maria di Grottaferrata e il cardinale Bessarione,2005,-63,90,-1
10014,BV021679356,eng,Kimbell Art Museum,2003,323,-207,-1
10016,BV021679519,ita,Caserta e gli Acquaviva,2004,-59,-102,93
10017,BV021679677,fre,Marie-Victoire Jaquotot,2006,25,351,-1
10019,BV021679719,eng,A dictionary of architecture and landscape architecture,2006,-276,-68,-1
10021,BV021679891,ger,Der Naumburger Domschatz,2006,187,-321,-1
10022,BV021679972,ita,Via Severiana,2005,298,-253,150
10024,BV021680149,ger,Rhetorik des Lachens und Diätetik in Boccaccios Decameron,2006,157,75,-1
10025,BV021680552,eng,"The Brancacci Chapel and Masolino, Masaccio, and Filippino Lippi",1868,374,-170,184
10026,BV021681076,fre,"La rue à Rome, miroir de la ville",2006,-183,-279,72
10027,BV021681123,eng,Facts,2006,-127,41,84
10028,BV021681289,ger,Bilanz,1995-,285,-22,-1
10029,BV021681354,ger,Amtliche Mitteilungen,2004-,204,-230,141
10031,BV021681397,ger,Amtliche Bekanntmachungen,2001-,310,-181,162
10038,BV021681563,ger,Verkündungsblatt der Universität Duisburg-Essen,24. Februar 2003-03.06.2020,302,-332,178
10042,BV021682404,ger,Korrespondenz 1910 bis 1968,2006,306,-162,162
10043,BV021682816,ger,Mythos Troja,2006,-251,302,13
10058,BV021684747,ger,Simon Fidati von Cascia OESA,2006,246,-283,120
10059,BV021685411,ger,Bild und Medium,2006,-131,-438,-1
10060,BV021685562,eng,The use and abuse of sacred places in late medieval towns,2006,485,306,60
10061,BV021686383,ita,L' Ottocento,2005,174,22,-1
10064,BV021686940,eng,A Byzantine settlement in Cappadocia,2005,208,-249,146
10066,BV021687320,ger,Per imaginem,2005,-25,-290,-1
10067,BV021688283,fre,Les écuries des châteaux français,2005,55,362,42
10069,BV021688402,fre,Musée de Lille,1957,127,-147,-1
10072,BV021688572,eng,Lemur news,1993-,229,-321,175
10073,BV021688593,ger,Handbuch der Bildtheologie,[2020],246,139,-1
10074,BV021688594,ger,Handbuch der Bildtheologie,[2014],119,-275,-1
10075,BV021688597,ger,Handbuch der Bildtheologie,[2021],-29,-324,67
10077,BV021688783,ita,L' orribil scossa della vigilia di Pentecoste,2005,-251,105,40
10081,BV021688975,ger,Pilgerreisen in Mittelalter und Renaissance,2006,-72,256,-1
10082,BV021688996,ita,Dire l'ineffabile,2006,242,-98,-1
10083,BV021688998,fre,Fresh théorie,2005,29,332,-1
10084,BV021689062,ger,Die Frankfurter Küche aus der Römerstadt-Siedlung,2006,327,-287,167
10086,BV021689390,ita,Guida della campagna romana,[2006],-298,245,-1
10088,BV021689868,ita,Via Margutta,2006,204,-170,137
10090,BV021690046,ita,Le carte santambrosiane di un luogo scomparso,2006,-59,-207,-1
10093,BV021690095,ita,Boccaccio e le letterature romanze tra Medioevo e Rinascimento,2006,-281,132,-1
10094,BV021690235,ger,Generationen und Familien,2007,-63,-105,93
10095,BV021690346,ger,Das wilde Subjekt,2006,0,154,75
10096,BV021690695,ger,Rubens,2006,136,-139,126
10097,BV021691318,ger,Grenzräume und Grenzüberschreitungen im Vergleich,2007,229,-102,165
10098,BV021691491,eng,Architecture of France,2006,34,343,-1
10099,BV021691633,fre,Histoire de l'art et musées,2005,34,374,-1
10102,BV021691836,ger,Wertpapier-Mitteilungen,2000-,-191,-423,-1
10105,BV021692843,fre,Portraits de troubadours,2006,42,336,43
10112,BV021693932,ita,Tre artisti per un tempio,1979,221,-200,110
10113,BV021694145,ger,Handbuch der deutschen Kunstdenkmäler,1924,-298,-313,9
10114,BV021694231,ita,Dall'oggetto estetico all'oggetto artistico,2006,-29,-332,67
10115,BV021694667,ger,Bulletin,1998-,200,-302,147
10119,BV021694941,ita,Napoleone e la sua epoca nel fondo antico della Biblioteca civica Bruno Emmert di Arco,2006,251,-287,121
10120,BV021695106,ita,Il gusto delle cose,2006,-183,-256,71
10121,BV021695198,eng,Polymer science,2006-,166,-211,119
10122,BV021695656,ger,Historische Tapeten in Hessen von 1700 bis 1840,2005,170,-192,119
10123,BV021695924,eng,Modernism,2006,208,-264,146
10130,BV021696371,ita,Vivere in villa,2006,319,75,68
10131,BV021696382,ger,Forschungsbericht,2004-,242,-90,189
10135,BV021696652,eng,"Narrating, doing, experiencing",2006,114,-234,-1
10137,BV021697267,ger,Im Schaffen genießen,2006,238,-328,128
10141,BV021698266,ger,"The Nuremberg trials, international criminal law since 1945",2006,-153,-426,-1
10143,BV021698493,lat,Il Regestum possessionum comunis Vincencie del 1262,2006,263,-245,142
10145,BV021698559,ger,Kartierung der Erde,2007,-310,83,8
10146,BV021699056,eng,Cultural revolutions,[2005],340,-117,154
10147,BV021699093,eng,A picture history of English pottery,1956,8,64,-1
10148,BV021699223,eng,Symbolic essence and other writings on modern architecture and American culture,2005,-289,-117,62
10149,BV021699267,ger,Machträume der frühneuzeitlichen Stadt,2006,149,-136,126
10151,BV021701038,ger,Kleine Geschichte Italiens von 1943 bis zur Ära nach Berlusconi,2006,447,302,52
10152,BV021701355,ger,Die barocke Schatzkammer,2006,391,-260,188
10153,BV021701743,ger,Franz Anton Maulbertsch,2006,17,-396,36
10155,BV021701925,ger,Versteckte Botschaften,2006,-387,15,17
10156,BV021702424,ger,Stadt Hanau,2006,106,-158,-1
10157,BV021702520,ger,Das Bild ist der König,2006,289,-253,150
10158,BV021703207,ita,Poesie,2006,200,-219,149
10159,BV021703246,ger,Venedig,2006,51,-510,-1
10161,BV021703422,eng,Blanton Museum of Art,2006,157,-309,105
10162,BV021703459,fre,Les romans de la Table ronde,2005,366,-185,-1
10163,BV021703501,eng,Echoes of women's voices,2006,-340,-207,6
10164,BV021703620,eng,The courtesan's arts,2006,217,-249,141
10165,BV021703668,eng,The European Renaissance in American life,2006,-76,-34,92
10168,BV021704553,ger,Wege auf den Bischofsthron,2006,-268,128,-1
10169,BV021704746,ger,Zwischen antiquarischer Gelehrsamkeit und Aufklärung,2006,144,139,81
10170,BV021705007,ger,Hadrian I.,2006,119,457,4
10171,BV021705063,ger,Antike Metropolen,2006,21,-120,100
10172,BV021705211,ita,Del Teatro Olimpico Di Andrea Palladio In Vicenza,1733,344,279,-1
10174,BV021705649,eng,Monastic art in Lorenzo Monaco's Florence,2006,-391,260,-1
10175,BV021705668,dan,"Ippolito Caffi, 1809 - 1866",1986,225,-241,141
10176,BV021705990,ira,L' occhio di Calvino,2006,272,-215,-1
10177,BV021706105,fre,Descriptions monumentales et discours sur l'édification chez Paulin de Nole,2006,-246,-117,64
10178,BV021706111,spa,Los monumentos arquitectónicos de La Española,1984,-251,-105,65
10179,BV021706920,ita,L' Alessandro occidentale,2006,-570,86,1
10180,BV021707190,eng,Art and the power of placement,2005,-80,15,-1
10181,BV021707382,ita,Monete bizantine in bronzo della zecca di Ravenna,2006,-80,98,86
10182,BV021708029,ita,La donna del soldato,2005,225,-196,136
10183,BV021708063,ger,"Willem van Bemmel, (1630 - 1708)",2007,-8,3,97
10184,BV021708079,ita,Principi monaci e cavalieri,2006,353,-188,181
10186,BV021708153,ger,Das Komische in der Kunst,2007,-400,215,-1
10187,BV021708195,ita,La vera identità della Gioconda,2006,-85,71,-1
10188,BV021708208,ger,Alte Pinakothek - Französische und spanische Malerei,2009,29,-204,82
10189,BV021708351,ger,Der Berliner Kunsthandel in der Weimarer Republik und im NS-Staat,2006,195,34,-1
10190,BV021708432,ita,"Trattato Completo, Formale E Materiale Del Teatro",1794,46,-68,-1
10191,BV021708476,ita,"Paul Bril e la pittura di paesaggio a Roma, 1580 - 1630",2006,-174,-279,-1
10192,BV021708479,ger,Nuda Veritas: Caravaggio als Aktmaler,2006,464,309,60
10193,BV021708529,eng,Cosimo I de' Medici and his self-representation in Florentine art and culture,2006,225,-128,139
10194,BV021708989,eng,"Annual review of ecology, evolution, and systematics",2003-,374,-253,143
10197,BV021709427,ita,Iconografia delle città in Campania,2006,51,-464,-1
10198,BV021709452,ita,Gli scavi di Roma,2006,-200,-219,-1
10199,BV021710182,ita,Rinascimento sforzesco,2005,-42,34,91
10200,BV021710201,eng,Elisabeth Vigée Le Brun,2005,387,-234,180
10201,BV021710239,eng,Architectural imitations,2005,-289,-139,-1
10202,BV021710447,fre,Beautés fuyantes et passagères,2005,-246,290,13
10203,BV021710536,ger,Ernst Haeckel,2006,344,-287,-1
10204,BV021710540,fre,Louis Bréa,2005,187,-102,114
10205,BV021711316,ger,Michael Alder,2006,-259,-83,65
10206,BV021711501,pol,Katalog zbiorów malarstwa niderlandzkiego,2006,-387,52,16
10210,BV021712068,ger,Atalanta Fugiens,2006,166,-105,114
10211,BV021712099,ita,Poi che la gente poverella crebbe...,2003,293,-30,101
10212,BV021712200,ita,Storia dell'antichissima città di Sutri,2006,238,-245,127
10213,BV021712229,ita,Il ritratto di committenza nella Roma medievale,2004,-161,-245,-1
10214,BV021712717,eng,The homes of Giorgio Vasari,2006,12,-98,-1
10215,BV021712734,ger,Pax et concordia,2006,187,94,89
